,County,Precinct,Registered Voters
1612,Greene,Union Point,1873
1613,Greene,Siloam,991
1614,Greene,White Plains,347
1615,Greene,Old Salem,6961
1616,Gwinnett,HARBINS A,7182
1617,Gwinnett,ROCKBRIDGE A,3987
1618,Gwinnett,DACULA,4777
1619,Gwinnett,SUWANEE A,1737
1620,Gwinnett,BAYCREEK A,2720
1621,Gwinnett,GOODWINS A,3921
1622,Gwinnett,DULUTH A,5042
1623,Gwinnett,DUNCANS A,4729
1624,Gwinnett,PUCKETTS A,5692
1625,Gwinnett,CATES A,2387
1626,Gwinnett,BERKSHIRE A,2555
1627,Gwinnett,BERKSHIRE B,5338
1628,Gwinnett,DUNCANS C,3040
1629,Gwinnett,GARNERS A,3520
1630,Gwinnett,LAWRENCEVILLE A,3635
1631,Gwinnett,LAWRENCEVILLE B,5097
1632,Gwinnett,MARTINS A,3303
1633,Gwinnett,MARTINS B,3001
1634,Gwinnett,MARTINS C,2549
1635,Gwinnett,PINCKNEYVILLE A,2791
1636,Gwinnett,PINCKNEYVILLE B,3485
1637,Gwinnett,PINCKNEYVILLE C,2082
1638,Gwinnett,PINCKNEYVILLE D,2264
1639,Gwinnett,SUGAR HILL A,4654
1640,Gwinnett,SUGAR HILL B,5596
1641,Gwinnett,HOG MOUNTAIN A,5011
1642,Gwinnett,HOG MOUNTAIN B,4583
1643,Gwinnett,ROCKYCREEK A,5939
1644,Gwinnett,CATES B,1587
1645,Gwinnett,CATES C,2903
1646,Gwinnett,HOG MOUNTAIN D,3179
1647,Gwinnett,BERKSHIRE D,2945
1648,Gwinnett,BERKSHIRE E,1997
1649,Gwinnett,BERKSHIRE F,2254
1650,Gwinnett,CATES D,3755
1651,Gwinnett,CATES E,2942
1652,Gwinnett,PINCKNEYVILLE E,2184
1653,Gwinnett,PINCKNEYVILLE F,2546
1654,Gwinnett,DUNCANS D,7153
1655,Gwinnett,PINCKNEYVILLE H,4536
1656,Gwinnett,BAYCREEK B,5969
1657,Gwinnett,LAWRENCEVILLE C,3037
1658,Gwinnett,MARTINS D,2402
1659,Gwinnett,ROCKBRIDGE B,4177
1660,Gwinnett,GARNERS B,3178
1661,Gwinnett,CATES F,1787
1662,Gwinnett,CATES G,2875
1663,Gwinnett,DULUTH B,3551
1664,Gwinnett,GARNERS C,2030
1665,Gwinnett,PINCKNEYVILLE I,2635
1666,Gwinnett,PINCKNEYVILLE J,2613
1667,Gwinnett,BERKSHIRE G,2419
1668,Gwinnett,CATES H,3924
1669,Gwinnett,SUGAR HILL C,5085
1670,Gwinnett,SUGAR HILL D,4624
1671,Gwinnett,DULUTH C,2229
1672,Gwinnett,DULUTH D,5077
1673,Gwinnett,PINCKNEYVILLE K,3754
1674,Gwinnett,PINCKNEYVILLE N,3819
1675,Gwinnett,LAWRENCEVILLE D,5012
1676,Gwinnett,LAWRENCEVILLE E,2355
1677,Gwinnett,PINCKNEYVILLE L,2330
1678,Gwinnett,PINCKNEYVILLE M,2673
1679,Gwinnett,GARNERS D,3490
1680,Gwinnett,BERKSHIRE H,1987
1681,Gwinnett,PINCKNEYVILLE O,3359
1682,Gwinnett,PUCKETTS E,5660
1683,Gwinnett,CATES I,3537
1684,Gwinnett,CATES J,3478
1685,Gwinnett,GOODWINS B,3960
1686,Gwinnett,LAWRENCEVILLE F,4061
1687,Gwinnett,MARTINS E,6193
1688,Gwinnett,PINCKNEYVILLE P,2185
1689,Gwinnett,PINCKNEYVILLE Q,1915
1690,Gwinnett,ROCKBRIDGE C,5125
1691,Gwinnett,ROCKBRIDGE D,3642
1692,Gwinnett,GOODWINS C,5804
1693,Gwinnett,BAYCREEK K,3824
1694,Gwinnett,CATES K,2810
1695,Gwinnett,BAYCREEK C,6499
1696,Gwinnett,CATES L,4185
1697,Gwinnett,DULUTH E,4814
1698,Gwinnett,GOODWINS D,4406
1699,Gwinnett,LAWRENCEVILLE G,3046
1700,Gwinnett,LAWRENCEVILLE H,4296
1701,Gwinnett,MARTINS F,2570
1702,Gwinnett,PINCKNEYVILLE S,3374
1703,Gwinnett,ROCKBRIDGE E,4638
1704,Gwinnett,SUGAR HILL E,3589
1705,Gwinnett,LAWRENCEVILLE I,3312
1706,Gwinnett,BAYCREEK D,4609
1707,Gwinnett,BERKSHIRE J,2731
1708,Gwinnett,CATES M,3988
1709,Gwinnett,CATES N,2567
1710,Gwinnett,DULUTH F,6161
1711,Gwinnett,DULUTH G,3067
1712,Gwinnett,GOODWINS E,5491
1713,Gwinnett,GOODWINS F,3212
1714,Gwinnett,PINCKNEYVILLE T,3201
1715,Gwinnett,SUWANEE B,4656
1716,Gwinnett,PINCKNEYVILLE U,2090
1717,Gwinnett,PUCKETTS B,3096
1718,Gwinnett,BERKSHIRE L,3265
1719,Gwinnett,ROCKBRIDGE F,5795
1720,Gwinnett,SUGAR HILL F,4112
1721,Gwinnett,SUWANEE C,5675
1722,Gwinnett,CATES O,1434
1723,Gwinnett,BAYCREEK E,3265
1724,Gwinnett,BERKSHIRE M,1864
1725,Gwinnett,MARTINS G,2425
1726,Gwinnett,DULUTH H,2813
1727,Gwinnett,BERKSHIRE N,3128
1728,Gwinnett,PINCKNEYVILLE V,1706
1729,Gwinnett,PINCKNEYVILLE W,4253
1730,Gwinnett,MARTINS H,5037
1731,Gwinnett,MARTINS I,4078
1732,Gwinnett,MARTINS J,3923
1733,Gwinnett,GARNERS F,1796
1734,Gwinnett,BERKSHIRE O,2589
1735,Gwinnett,BERKSHIRE P,1476
1736,Gwinnett,PINCKNEYVILLE X,3412
1737,Gwinnett,ROCKBRIDGE G,5799
1738,Gwinnett,PINCKNEYVILLE Y,3272
1739,Gwinnett,GOODWINS G,2661
1740,Gwinnett,PINCKNEYVILLE Z,1898
1741,Gwinnett,PINCKNEYVILLE A1,2694
1742,Gwinnett,LAWRENCEVILLE J,2249
1743,Gwinnett,GOODWINS H,2796
1744,Gwinnett,DUNCANS B,5387
1745,Gwinnett,SUWANEE D,4732
1746,Gwinnett,SUWANEE E,4256
1747,Gwinnett,LAWRENCEVILLE K,3282
1748,Gwinnett,HARBINS B,4845
1749,Gwinnett,BAYCREEK F,4608
1750,Gwinnett,PUCKETTS C,3367
1751,Gwinnett,HOG MOUNTAIN C,4292
1752,Gwinnett,ROCKYCREEK B,5061
1753,Gwinnett,DULUTH I,5105
1754,Gwinnett,MARTINS K,5352
1755,Gwinnett,SUWANEE H,3785
1756,Gwinnett,SUGAR HILL G,2814
1757,Gwinnett,SUWANEE F,3966
1758,Gwinnett,LAWRENCEVILLE L,4802
1759,Gwinnett,LAWRENCEVILLE M,7255
1760,Gwinnett,BAYCREEK G,6241
1761,Gwinnett,BAYCREEK H,6811
1762,Gwinnett,BAYCREEK I,5899
1763,Gwinnett,BERKSHIRE Q,1802
1764,Gwinnett,GOODWINS I,2501
1765,Gwinnett,DULUTH K,2786
1766,Gwinnett,HARBINS C,2850
1767,Gwinnett,ROCKYCREEK C,4806
1768,Gwinnett,LAWRENCEVILLE N,2573
1769,Gwinnett,PUCKETTS D,3622
1770,Gwinnett,SUWANEE G,3904
1771,Gwinnett,BAYCREEK J,4567
1772,Habersham,Habersham North,9096
1773,Habersham,Habersham South,6171
1774,Habersham,Demorest,4963
1775,Habersham,Town of Mt Airy,790
1776,Habersham,City of Baldwin,1252
1777,Habersham,Mud Creek,4435
1778,Habersham,Amys Creek,1557
1779,Hall,Wilson,0
1780,Hall,Chicopee,0
1781,Hall,Oakwood I,0
1782,Hall,Oakwood II,0
1783,Hall,Flowery Branch I,0
1784,Hall,Flowery Branch II,0
1785,Hall,Roberts,0
1786,Hall,Morgan I,0
1787,Hall,Morgan II,0
1788,Hall,Candler,0
1789,Hall,Tadmore,0
1790,Hall,Glade,0
1791,Hall,Lula,0
1792,Hall,Clermont,0
1793,Hall,Quillians,0
1794,Hall,Bark Camp,0
1795,Hall,Chestatee,0
1796,Hall,Fork,0
1797,Hall,Whelchel,0
1798,Hall,West Whelchel,0
1799,Hall,Gainesville I,0
1800,Hall,Gainesville II,0
1801,Hall,Gainesville III,0
1802,Hall,Gainesville IV,0
1803,Hall,Gainesville V,0
1804,Hall,Gillsville,0
1805,Hall,Big Hickory,0
1806,Hall,Friendship I,0
1807,Hall,Friendship II,0
1808,Hall,Friendship III,0
1809,Hall,Friendship IV,0
1810,Hancock,Devereux Fire Station,1006
1811,Hancock,St Mark,576
1812,Hancock,Courthouse,931
1813,Hancock,Second Beulah,472
1814,Hancock,Mayfield Community Center,356
1815,Hancock,Power of God,731
1816,Hancock,Warren Chapel,268
1817,Hancock,Youth Center,975
1818,Hancock,Second Darrien,364
1819,Hancock,Sparta 4C,148
1820,Haralson,Bremen,6622
1821,Haralson,Buchanan,2365
1822,Haralson,Buncombe,1075
1823,Haralson,Corinth,1682
1824,Haralson,Twentieth,738
1825,Haralson,Felton,304
1826,Haralson,Little Creek,699
1827,Haralson,Mt View,330
1828,Haralson,Seventh,1932
1829,Haralson,Berea-Steadman,665
1830,Haralson,Tallapoosa,3072
1831,Haralson,Waco,1183
1832,Harris,Cataula,2898
1833,Harris,Ellerslie,4211
1834,Harris,Goodman,1649
1835,Harris,Hamilton,2739
1836,Harris,Lower 19th,2570
1837,Harris,Mulberry Grove,2908
1838,Harris,Pine Mountain Valley,1121
1839,Harris,Skinner,894
1840,Harris,Upper 19th,1628
1841,Harris,Valley Plains,785
1842,Harris,Waverly Hall,2853
1843,Harris,Whitesville,1370
1844,Hart,Hartwell,6451
1845,Hart,Goldmine,1901
1846,Hart,Cokesbury,1162
1847,Hart,Reed Creek,2990
1848,Hart,Bowersville,1395
1849,Hart,Shoal Creek,1656
1850,Hart,Bio,1374
1851,Heard,Centralhatchee,1767
1852,Heard,Cooksville-Corinth,700
1853,Heard,Enon Grove,1156
1854,Heard,Ephesus,1321
1855,Heard,Franklin,2178
1856,Heard,Southwest,640
1857,Henry,Locust Grove,6978
1858,Henry,Tussahaw,3409
1859,Henry,Sandy Ridge,4875
1860,Henry,Westside,6971
1861,Henry,Lowes,9878
1862,Henry,South Hampton,5476
1863,Henry,North Hampton,7156
1864,Henry,Mt Carmel,5335
1865,Henry,Red Oak,5610
1866,Henry,Wesley Lakes,6144
1867,Henry,McDonough,2838
1868,Henry,McMullen,3719
1869,Henry,East Lake,3389
1870,Henry,Hickory Flat,5122
1871,Henry,Stockbridge East-West,6541
1872,Henry,Stagecoach,3546
1873,Henry,Cotton Indian,4785
1874,Henry,Pleasant Grove,4135
1875,Henry,Austin Road,3374
1876,Henry,Swan Lake,3642
1877,Henry,Shakerag,4047
1878,Henry,Ellenwood,4275
1879,Henry,Unity Grove,4850
1880,Henry,Shiloh,4077
1881,Henry,Pates Creek,5214
1882,Henry,Oakland,4508
1883,Henry,Lake Dow,5049
1884,Henry,Flippen,4430
1885,Henry,Stockbridge Central,4416
1886,Henry,Kelleytown,3452
1887,Henry,Lighthouse,3693
1888,Henry,Dutchtown,2751
1889,Henry,Mt Bethel,3535
1890,Henry,Grove Park,4079
1891,Henry,Lake Haven,4260
1892,Henry,McDonough Central,4250
1893,Henry,Timberridge,2096
1894,Houston,ANNX,4512
1895,Houston,BMS,9536
1896,Houston,CENT,7795
1897,Houston,CGTC,4860
1898,Houston,FMMS,8767
1899,Houston,HAFS,1805
1900,Houston,HCTC,6361
1901,Houston,HEFS,1372
1902,Houston,HHPC,9610
1903,Houston,MCMS,9181
1904,Houston,NSES,2441
1905,Houston,RECR,9277
1906,Houston,ROZR,13802
1907,Houston,TMS,5286
1908,Houston,TWPK,4415
1909,Houston,VHS,6295
1910,Irwin,Irwinville,1796
1911,Irwin,Ocilla,3642
1912,Irwin,Holt,675
1913,Jackson,Central Jackson,16263
1914,Jackson,North Jackson,12699
1915,Jackson,West Jackson,14977
1916,Jackson,South Jackson,8012
1917,Jasper,Stapleton Crossroads,441
1918,Jasper,Matthews,621
1919,Jasper,Wrens,2870
1920,Jasper,Louisville,3899
1921,Jasper,Wadley,1906
1922,Jasper,Bartow,531
1923,Jasper,Stapleton,678
1924,Jasper,Avera,388
1925,Jeff Davis,Hazlehurst,1406
1926,Jeff Davis,Altamaha 1,703
1927,Jeff Davis,Altamaha 2,1249
1928,Jeff Davis,Blackburn 1,870
1929,Jeff Davis,Blackburn 2,722
1930,Jeff Davis,Whitehead 1,988
1931,Jeff Davis,Whitehead 2,642
1932,Jeff Davis,Ocmulgee 1,1399
1933,Jeff Davis,Ocmulgee 2,499
1934,Jefferson,Wyatt,1940
1935,Jefferson,Monticello,4516
1936,Jefferson,Martin-Burney,3976
1937,Jenkins,Primary School,974
1938,Jenkins,Court House,1039
1939,Jenkins,Perkins,1021
1940,Jenkins,Senior Citizens Center,974
1941,Jenkins,Four Points,1058
1942,Johnson,Wrightsville,3113
1943,Johnson,Smith,796
1944,Johnson,Bray,790
1945,Johnson,Kite,912
1946,Jones,Gray,0
1947,Jones,Hawkins,0
1948,Jones,Ethridge,0
1949,Jones,Clinton,0
1950,Jones,Roberts,0
1951,Jones,Davidson,0
1952,Jones,Pope,0
1953,Jones,Barron,0
1954,Jones,Sanders,0
1955,Jones,Finney,0
1956,Lamar,Barnesville,2546
1957,Lamar,Chappell Mill V FD,1577
1958,Lamar,Senior Citizen Bldg,1337
1959,Lamar,Redbone,623
1960,Lamar,L C S C,2808
1961,Lamar,Milner,3948
1962,Lanier,Lakeland,5462
1963,Laurens,FBC-FLC,4180
1964,Laurens,Calhoun Park,6053
1965,Laurens,Fire Dept Sta 5,3672
1966,Laurens,Buckeye,1047
1967,Laurens,Burch,422
1968,Laurens,Cadwell,749
1969,Laurens,Brewton,1739
1970,Laurens,Dudley,1121
1971,Laurens,Hampton Mill,1772
1972,Laurens,Harvard,406
1973,Laurens,Minter,937
1974,Laurens,Rural Fire Sta 17,2344
1975,Laurens,W T Adams Fire Sta 18,2090
1976,Laurens,Reedy Springs,894
1977,Laurens,Smith,3374
1978,Laurens,LCFS 10 Valambrosia,2080
1979,Lee,Chokee,475
1980,Lee,Redbone,4841
1981,Lee,Smithville,998
1982,Lee,CJC,614
1983,Lee,Leesburg,3313
1984,Lee,Friendship Baptist,1376
1985,Lee,First Baptist,3921
1986,Lee,SDA Church,1576
1987,Lee,Flint Reformed Baptist,2621
1988,Lee,Century Fire Station,3162
1989,Liberty,Riceboro Youth Center,1083
1990,Liberty,Lyman Hall School,4542
1991,Liberty,Lewis Frasier School,4317
1992,Liberty,Memorial Dr East,1976
1993,Liberty,Button Gwinnett,2304
1994,Liberty,Town of Allenhurst,2398
1995,Liberty,Hinesville,1984
1996,Liberty,Liberty County Complex,4379
1997,Liberty,Walthourville,3016
1998,Liberty,Fleming West,505
1999,Liberty,Fleming East,3239
2000,Liberty,Gum Branch,3193
2001,Liberty,Hinesville Lodge 271,2646
2002,Lincoln,Midway,587
2003,Lincoln,Lincoln Club House,799
2004,Lincoln,Lincoln Center,1489
2005,Lincoln,Faith Temple of Lincoln,489
2006,Lincoln,Tabernacle,1003
2007,Lincoln,Bethany Church,575
2008,Lincoln,Martins Crossroad,1234
2009,Long,Beards Creek,1539
2010,Long,Rye Patch/Oak Dale,3131
2011,Long,South Ludowici,1392
2012,Long,North Ludowici,2281
2013,Long,Tibet,920
2014,Long,Alma Flournoy,298
2015,Long,Faith Baptist Annex,909
2016,Lowndes,Hahira Train Depot,5526
2017,Lowndes,Trinity,10900
2018,Lowndes,Northside,17467
2019,Lowndes,Naylor,1291
2020,Lowndes,Rainwater,9877
2021,Lowndes,Mildred,4283
2022,Lowndes,Clyattville,4755
2023,Lowndes,Dasher,4255
2024,Lowndes,S Lowndes,3967
2025,Lowndes,VSU UC # 2,318
2026,Lowndes,Jaycee Shack,6273
2027,Lowndes,Northgate Assembly,1997
2028,Lowndes,Mt Calvary,4447
2029,Lumpkin,Dahlonega,22407
2030,Macon,Ideal,1399
2031,Macon,Oglethorpe,1294
2032,Macon,Marshallville,1344
2033,Macon,Montezuma #4,1597
2034,Macon,Montezuma #5,1357
2035,Madison,Colbert,3342
2036,Madison,Collins,647
2037,Madison,Comer,1441
2038,Madison,Danielsville,3003
2039,Madison,Fork,566
2040,Madison,Harrison,610
2041,Madison,Hull,4376
2042,Madison,Ila,1746
2043,Madison,Mill,1646
2044,Madison,Paoli,267
2045,Madison,Pittman,1949
2046,Madison,Poca,1127
2047,Marion,Pineknot,971
2048,Marion,Buena Vista,2343
2049,Marion,Tazewell,320
2050,Marion,Brantley,396
2051,Marion,Fort Perry,883
2052,McDuffie,131,1172
2053,McDuffie,132,1507
2054,McDuffie,133A,1278
2055,McDuffie,133B,1959
2056,McDuffie,134,1908
2057,McDuffie,135,3089
2058,McDuffie,136,1940
2059,McDuffie,137,1202
2060,McDuffie,139,978
2061,McIntosh,Sapelo Island,53
2062,McIntosh,Townsend,564
2063,McIntosh,Crescent,1982
2064,McIntosh,Darien,2441
2065,McIntosh,South Newport,2095
2066,McIntosh,North Darien,2157
2067,Meriwether,Chalybeate,451
2068,Meriwether,Gill I,1662
2069,Meriwether,Gill II,1000
2070,Meriwether,Odessadale,296
2071,Meriwether,Greenville,2009
2072,Meriwether,Lone Oak,1263
2073,Meriwether,Luthersville,2760
2074,Meriwether,Alvaton,1528
2075,Meriwether,Gay,411
2076,Meriwether,Woodbury,1363
2077,Meriwether,Warm Springs,1161
2078,Meriwether,Durand,730
2079,Meriwether,Raleigh,501
2080,Meriwether,Cove,202
2081,Miller,Colquitt-Miller,3912
2082,Mitchell,Baconton,1129
2083,Mitchell,Branchville,599
2084,Mitchell,Camilla North,1996
2085,Mitchell,Camilla South,3475
2086,Mitchell,Cotton,399
2087,Mitchell,Hopeful,350
2088,Mitchell,Hinsonton,134
2089,Mitchell,Lester,1357
2090,Mitchell,Pebble City,162
2091,Mitchell,Pelham,3489
2092,Mitchell,Sale City,384
2093,Monroe,Bentons,2297
2094,Monroe,Brantleys,1123
2095,Monroe,Burgays,2268
2096,Monroe,Cabaniss,800
2097,Monroe,Cox,718
2098,Monroe,Culloden,454
2099,Monroe,Dillards,996
2100,Monroe,Evers,2127
2101,Monroe,Forsyth,4640
2102,Monroe,High Falls,1994
2103,Monroe,Kelseys,722
2104,Monroe,Middlebrooks,1319
2105,Monroe,Proctors,1214
2106,Monroe,Russellville,466
2107,Montgomery,Ailey,431
2108,Montgomery,Alston,472
2109,Montgomery,Higgston,1340
2110,Montgomery,Kibbee,532
2111,Montgomery,Mount Vernon,1444
2112,Montgomery,Tarrytown,333
2113,Montgomery,Uvalda,911
2114,Morgan,Northeast Morgan,2919
2115,Morgan,East Morgan,2228
2116,Morgan,Beth/Springfield,862
2117,Morgan,Central Morgan,2761
2118,Morgan,Clacks Chapel,709
2119,Morgan,West Morgan,2655
2120,Morgan,North Morgan,2690
2121,Murray,McDonald,2524
2122,Murray,Shuck Pen,2940
2123,Murray,Southwest,3215
2124,Murray,Spring Place,3671
2125,Murray,Town,5766
2126,Murray,Carters-Doolittle,2045
2127,Murray,North,2123
2128,Muscogee,Wynnton/Britt,5289
2129,Muscogee,Carver/Mack,4374
2130,Muscogee,St John/Belvedere,5341
2131,Muscogee,Britt David,2747
2132,Muscogee,St Peter,3265
2133,Muscogee,Cornerstone,6684
2134,Muscogee,Columbus Tech,4464
2135,Muscogee,St Mark/Heiferhorn,6492
2136,Muscogee,Wynnbrook,2692
2137,Muscogee,Cusseta Rd,6169
2138,Muscogee,Our Lady of Lourdes,10204
2139,Muscogee,Mt Pilgrim,6022
2140,Muscogee,Faith Tabernacle,4461
2141,Muscogee,Canaan,7078
2142,Muscogee,Holsey/Buena Vista,7613
2143,Muscogee,Gentian/Reese,5612
2144,Muscogee,St Paul/Clubview,5677
2145,Muscogee,Moon/Morningside,5415
2146,Muscogee,St Andrews/Midland,7959
2147,Muscogee,Salvation Army,3192
2148,Muscogee,First African,1955
2149,Muscogee,Epworth UMC,4512
2150,Muscogee,Marianna Gallops,3095
2151,Muscogee,Edgewood Baptist,3235
2152,Muscogee,Psalmond/Mathews,7331
2153,Newton,City Pond,1833
2154,Newton,Town,4378
2155,Newton,Almon,5009
2156,Newton,Alcovy,4620
2157,Newton,Covington Mills,3111
2158,Newton,Brewers,3538
2159,Newton,Brick Store,2623
2160,Newton,Cedar Shoals,2838
2161,Newton,Livingston,4593
2162,Newton,Downs,6215
2163,Newton,Gum Creek,4135
2164,Newton,Beaverdam,5428
2165,Newton,Leguinn,2177
2166,Newton,Mansfield,1524
2167,Newton,Newborn,784
2168,Newton,Oxford,2418
2169,Newton,Rocky Plains,3658
2170,Newton,Buck Creek,4839
2171,Newton,Stansells,4969
2172,Newton,Fairview,2953
2173,Newton,Crowell,4977
2174,Newton,Hub,2374
2175,Oconee,City Hall,3910
2176,Oconee,Colham Ferry,1847
2177,Oconee,Antioch,1397
2178,Oconee,Farmington,737
2179,Oconee,Bishop,1938
2180,Oconee,High Shoals,1939
2181,Oconee,North Oconee,1244
2182,Oconee,Dark Corner,3541
2183,Oconee,Bogart,2384
2184,Oconee,Marswood Hall,4091
2185,Oconee,East Oconee,2647
2186,Oconee,Civic Center,4396
2187,Oglethorpe,Beaverdam,3509
2188,Oglethorpe,Crawford,3044
2189,Oglethorpe,Lexington,4291
2190,Paulding,Burnt Hickory Park,6242
2191,Paulding,Crossroads Library,3662
2192,Paulding,Shelton Elementary,5095
2193,Paulding,Russom Elementary,8243
2194,Paulding,Paulding Sr Center,5972
2195,Paulding,Legacy Bapt Church,4443
2196,Paulding,Watson Govt Cmplx,10774
2197,Paulding,West Ridge Church,11546
2198,Paulding,Events Place,4923
2199,Paulding,Poplar Sprgs Bapt Church,4825
2200,Paulding,D Wright Innovation Ctr,7137
2201,Paulding,Nebo Elem School,10070
2202,Paulding,White Oak Park,5833
2203,Paulding,Mulberry Rock Park,5911
2204,Paulding,Beulahland Baptist Church,2547
2205,Paulding,Paulding County Airport,4132
2206,Paulding,Picketts Mill Baptist Church,2748
2207,Paulding,Taylor Farm Park,2761
2208,Paulding,Dobbins Middle School,8081
2209,Peach,Byron 1,2636
2210,Peach,Byron 2,5028
2211,Peach,Claude,908
2212,Peach,Fort Valley 1,2669
2213,Peach,Fort Valley 2,2670
2214,Peach,Fort Valley 3,2720
2215,Peach,Powersville,1365
2216,Pickens,Yellow Creek,3571
2217,Pickens,Sharptop,2616
2218,Pickens,Appalachian,1933
2219,Pickens,Refuge,2490
2220,Pickens,Hill,2042
2221,Pickens,Hinton,825
2222,Pickens,Jerusalem,1145
2223,Pickens,Ludville,721
2224,Pickens,Nelson,1474
2225,Pickens,Talking Rock,1781
2226,Pickens,Jasper,2517
2227,Pickens,Tate,2651
2228,Pierce,Hacklebarney-Cason,3524
2229,Pierce,Blackshear,3207
2230,Pierce,St Johns-Blackshear,1611
2231,Pierce,Otter Creek,1397
2232,Pierce,Patterson,1311
2233,Pierce,Mershon,478
2234,Pierce,Alabaha,918
2235,Pierce,Sunset-Sweat,271
2236,Pike,Concord,0
2237,Pike,Hollonville,0
2238,Pike,Meansville,0
2239,Pike,Molena,0
2240,Pike,Second District,0
2241,Pike,Lifsey Springs,0
2242,Pike,Williamson,0
2243,Pike,Zebulon,0
2244,Polk,Aragon,3224
2245,Polk,Blooming Grove,1659
2246,Polk,Cedartown,6205
2247,Polk,Fish Creek,2566
2248,Polk,Lake Creek,2828
2249,Polk,Rockmart,5746
2250,Polk,Youngs Grove,1961
2251,Pulaski,Courthouse Annex,5687
2252,Putnam,101,3264
2253,Putnam,104,3380
2254,Putnam,105,3734
2255,Putnam,106,1332
2256,Putnam,107,4293
2257,Quitman,Georgetown,1454
2258,Quitman,Morris,93
2259,Rabun,Rabun County,13072
2260,Randolph,Coleman,229
2261,Randolph,Shellman,929
2262,Randolph,Benevolence,354
2263,Randolph,Cuthbert-Courthouse,2253
2264,Randolph,Cuthbert,323
2265,Randolph,Springvale,253
2266,Richmond,101,896
2267,Richmond,102,1278
2268,Richmond,103,1428
2269,Richmond,104,2976
2270,Richmond,105,832
2271,Richmond,106,1182
2272,Richmond,107,1800
2273,Richmond,108,517
2274,Richmond,109,1052
2275,Richmond,111,1578
2276,Richmond,112,882
2277,Richmond,114,856
2278,Richmond,201,581
2279,Richmond,115,1332
2280,Richmond,202,4492
2281,Richmond,203,991
2282,Richmond,204,1578
2283,Richmond,207,2705
2284,Richmond,208,2651
2285,Richmond,210,1507
2286,Richmond,301,2409
2287,Richmond,302,1032
2288,Richmond,303,1417
2289,Richmond,304,365
2290,Richmond,305,428
2291,Richmond,306,3934
2292,Richmond,307,1642
2293,Richmond,308,622
2294,Richmond,309,3340
2295,Richmond,310,5163
2296,Richmond,401,2093
2297,Richmond,402,3311
2298,Richmond,404,1748
2299,Richmond,405,4424
2300,Richmond,406,3221
2301,Richmond,501,3549
2302,Richmond,502,4138
2303,Richmond,503,4021
2304,Richmond,504,2339
2305,Richmond,506,416
2306,Richmond,507,968
2307,Richmond,509,2172
2308,Richmond,601,3988
2309,Richmond,603,3570
2310,Richmond,604,1811
2311,Richmond,605,3880
2312,Richmond,607,1812
2313,Richmond,608,1472
2314,Richmond,701,2403
2315,Richmond,702,1943
2316,Richmond,703,4644
2317,Richmond,705,2276
2318,Richmond,706,3315
2319,Richmond,707,2122
2320,Richmond,708,305
2321,Richmond,709,576
2322,Richmond,801,523
2323,Richmond,801B,523
2324,Richmond,802,3251
2325,Richmond,803,252
2326,Richmond,804,2096
2327,Richmond,804H,2863
2328,Richmond,805,798
2329,Richmond,806,1212
2330,Richmond,807,1578
2331,Richmond,808,2366
2332,Richmond,809,879
2333,Richmond,810,425
2334,Rockdale,BA,4803
2335,Rockdale,BT,4007
2336,Rockdale,CO,3862
2337,Rockdale,FI,6328
2338,Rockdale,FS,4038
2339,Rockdale,HC,2411
2340,Rockdale,HI,3515
2341,Rockdale,LA,2001
2342,Rockdale,LO,3943
2343,Rockdale,MA,3180
2344,Rockdale,MI,4226
2345,Rockdale,OT,6135
2346,Rockdale,RO,4633
2347,Rockdale,SM,4308
2348,Rockdale,SP,4781
2349,Rockdale,ST,3334
2350,Schley,Precinct One,2882
2351,Screven,Sylvania,0
2352,Screven,Hunters,0
2353,Screven,Newington,0
2354,Screven,Jenk Hill Fire Sta,0
2355,Screven,Rocky Ford,0
2356,Screven,Bay Branch,0
2357,Screven,Hiltonia,0
2358,Screven,Screven Rec Dept,0
2359,Screven,Greenhill Church,0
2360,Screven,Sr Citizens Center,0
2361,Screven,Jackson Fire Station,0
2362,Screven,Cooperville Fire Station,0
2363,Seminole,Precinct 1,1292
2364,Seminole,Precinct 2,1122
2365,Seminole,Precinct 3,1174
2366,Seminole,Precinct 4,1121
2367,Seminole,Precinct 5,1227
2368,Spalding,01,2260
2369,Spalding,02,1956
2370,Spalding,03,2774
2371,Spalding,05,3715
2372,Spalding,06,2438
2373,Spalding,07,1705
2374,Spalding,08,1789
2375,Spalding,09,1950
2376,Spalding,10,1981
2377,Spalding,11,2506
2378,Spalding,12,2163
2379,Spalding,13,2586
2380,Spalding,14,1985
2381,Spalding,16,4596
2382,Spalding,17,2011
2383,Spalding,19,2664
2384,Spalding,20,2190
2385,Spalding,21,4716
2386,Stephens,Senior Center,0
2387,Stewart,Richland,1256
2388,Stewart,Louvale,286
2389,Stewart,Lumpkin,1134
2390,Stewart,Omaha,217
2391,Sumter,Agri-Center,2059
2392,Sumter,Airport,1767
2393,Sumter,Andersonville,434
2394,Sumter,Browns Mill,929
2395,Sumter,Concord,376
2396,Sumter,GSW Conf Center,3044
2397,Sumter,Leslie,1687
2398,Sumter,Plains,1061
2399,Sumter,Rec Dept,2667
2400,Sumter,Reese Park,3064
2401,Sumter,Thompson,712
2402,Talbot,ONeal,555
2403,Talbot,Valley,688
2404,Talbot,Junction City,437
2405,Talbot,Geneva,482
2406,Talbot,Talbotton,884
